id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-type;number;pages;publisher;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
363;Erkki Mäkinen|Tarja Systä;;0000-0003-1228-9297;;;;;;;;;https://doi.org/10.1007/s236-002-8033-8;;;Acta Inf.;journals/acta/MakinenS02;2017-06-05;;;;4;235-259;;;;;Minimally adequate teacher synthesizes statechart diagrams.;;;db/journals/acta/acta38.html#MakinenS02;38;2002
364;J. W. de Bakker|John-Jules Ch. Meyer;;;;;;;;;;;https://doi.org/10.1007/BF00263291;;;Acta Inf.;journals/acta/BakkerM87;2017-05-28;;;;5;491-511;;;;;Order and Metric in the Stream Semantics of Elemental Concurrency.;;;db/journals/acta/acta24.html#BakkerM87;24;1987
365;Levent V. Orman;;;;;;;;;;;https://doi.org/10.1007/s002360050078;;;Acta Inf.;journals/acta/Orman97;2017-05-28;;;;3;167-189;;;;;Relational Database Constraints as Counterexamples.;;;db/journals/acta/acta34.html#Orman97;34;1997
366;Dale Skeen|Fred B. Schneider|Richard Conway 0003;;;;;;;;;;;https://doi.org/10.1007/BF00290144;;;Acta Inf.;journals/acta/SchneiderCS85;2017-05-28;;;;1;35-45;;;;;Thrifty Execution of Task Pipelines.;;;db/journals/acta/acta22.html#SchneiderCS85;22;1985
367;Leo Marcus|Telis Menas;;;;;;;;;;;https://doi.org/10.1007/BF01185565;;;Acta Inf.;journals/acta/MarcusM92;2017-05-28;;;;6/7;645-662;;;;;Expressibility of Output Equals Input.;;;db/journals/acta/acta29.html#MarcusM92;29;1992
368;Barbara G. Ryder|Thomas J. Marlowe;;;;;;;;;;;https://doi.org/10.1007/BF01237234;;;Acta Inf.;journals/acta/MarloweR90;2017-05-28;;;;2;121-163;;;;;Properties of Data Flow Frameworks.;;;db/journals/acta/acta28.html#MarloweR90;28;1990
369;Joseph M. Morris|Malcolm Tyrrell;;;;;;;;;;;https://doi.org/10.1007/s00236-007-0049-9;;;Acta Inf.;journals/acta/MorrisT07;2017-05-28;;;;5;323-344;;;;;Dual unbounded nondeterminacy, recursion, and fixpoints.;;;db/journals/acta/acta44.html#MorrisT07;44;2007
370;Gennadi Falin|Jesus R. Artalejo|M. Martìn Dìaz;;;;;;;;;;;https://doi.org/10.1007/BF01213207;; M/G/ ;Acta Inf.;journals/acta/FalinDA94;2017-05-28;;;;6;559-571;;;;;Information Theoretic Approximations for the ;;;db/journals/acta/acta31.html#FalinDA94;31;1994
371;Donald E. Knuth;;;;;;;;;;;https://doi.org/10.1007/BF00289517;;;Acta Inf.;journals/acta/Knuth71a;2017-05-28;;;;;79-110;;;;;Top-Down Syntax Analysis.;;;db/journals/acta/acta1.html#Knuth71a;1;1971
372;Ernst-Rüdiger Olderog|John-Jules Ch. Meyer;;;;;;;;;;;https://doi.org/10.1007/BF00289016;;;Acta Inf.;journals/acta/MeyerO89;2017-05-28;;;;5;381-397;;;;;Hiding in Stream Semantics of Uniform Concurrency.;;;db/journals/acta/acta27.html#MeyerO89;27;1990
373;Peter Schlichtiger|Rudolf Bayer;;;;;;;;;;;https://doi.org/10.1007/BF00289137;;;Acta Inf.;journals/acta/BayerS84;2017-05-28;;;;;1-28;;;;;Data Management Support for Database Management.;;;db/journals/acta/acta21.html#BayerS84;21;1984
374;Chen-Ming Fan|Huei-Jan Shyr|Shyr-Shen Yu;;;;;;;;;;;https://doi.org/10.1007/s002360050140;;;Acta Inf.;journals/acta/FanSY98;2017-06-02;;;;8;709-727;;;;;d-Words and d-Languages.;;;db/journals/acta/acta35.html#FanSY98;35;1998
375;Roland Carl Backhouse|S. O. Anderson;;;;;;;;;;;https://doi.org/10.1007/BF00263195;;;Acta Inf.;journals/acta/AndersonB82;2017-05-28;;;;;289-298;;;;;An Alternative Implementation of an Insertion-Only Recovery Technique.;;;db/journals/acta/acta18.html#AndersonB82;18;1982
376;Leah Epstein|Tamir Tassa;;;;;;;;;;;https://doi.org/10.1007/s00236-004-0145-z;;;Acta Inf.;journals/acta/EpsteinT04;2017-05-28;;;;9;657-674;;;;;Approximation schemes for the Min-Max Starting Time Problem.;;;db/journals/acta/acta40.html#EpsteinT04;40;2004
377;Peter G. Harrison;;;;;;;;;;;https://doi.org/10.1007/BF01463945;;;Acta Inf.;journals/acta/Harrison91;2017-05-28;;;;6;559-574;;;;;On the Expansion of Non-Linear Functions.;;;db/journals/acta/acta28.html#Harrison91;28;1991
378;Vincent D. Blondel;;;;;;;;;;;https://doi.org/10.1007/s002360050113;;;Acta Inf.;journals/acta/Blondel98;2017-06-02;;;;1;1-15;;;;;Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.;;;db/journals/acta/acta35.html#Blondel98;35;1998
379;Mogens Nielsen;;;;;;;;;;;https://doi.org/10.1007/BF00289618;;;Acta Inf.;journals/acta/Nielsen74;2017-05-28;;;;;373-386;;;;;EOL Systems with Control Devices.;;;db/journals/acta/acta4.html#Nielsen74;4;1974
380;Clement H. C. Leung;;;;;;;;;;;https://doi.org/10.1007/BF00290708;;;Acta Inf.;journals/acta/Leung87;2017-05-28;;;;1;93-104;;;;;Analysis of Space Allocation in a Generally Fragmented Linear Store.;;;db/journals/acta/acta24.html#Leung87;24;1987
381;Jarkko Kari|Karel Culik II;;;;;;;;;;;https://doi.org/10.1007/s002360050077;;;Acta Inf.;journals/acta/CulikK97;2017-05-28;;;;2;151-166;;;;;Computational Fractal Geometry with WFA.;;;db/journals/acta/acta34.html#CulikK97;34;1997
382;Elaine J. Weyuker|Marvin C. Paull|Thomas J. Ostrand;;;;;;;;;;;https://doi.org/10.1007/BF00261256;;;Acta Inf.;journals/acta/OstrandPW81;2017-05-28;;;;;125-138;;;;;Parsing Regular Grammars with Finite Lookahead.;;;db/journals/acta/acta16.html#OstrandPW81;16;1981
383;Mark Reynolds;;;;;;;;;;;https://doi.org/10.1007/s00236-015-0243-0;;;Acta Inf.;journals/acta/Reynolds16;2017-05-28;;;;3;301-324;;;;;Metric temporal logic revisited.;;;db/journals/acta/acta53.html#Reynolds16;53;2016
384;Antonín Kucera|Ivana Cerná|Mojmír Kretínský;;0000-0002-6602-8028;;;;;;;;;https://doi.org/10.1007/s002360050159;;;Acta Inf.;journals/acta/CernaKK99;2018-11-30;;;;3;233-256;;;;;Comparing Expressibility of Normed BPA and Normed BPP Processes.;;;db/journals/acta/acta36.html#CernaKK99;36;1999
385;Charles N. Fischer|Jon Mauney;;;;;;;;;;;https://doi.org/10.1007/BF01178502;;;Acta Inf.;journals/acta/FischerM92;2017-05-28;;;;2;109-120;;;;;A Simple, Fast, and Effective LL(1) Error Repair Algorithm.;;;db/journals/acta/acta29.html#FischerM92;29;1992
386;Kohei Honda|Martin Berger|Nobuko Yoshida;;;;;;;;;;;https://doi.org/10.1007/s00236-005-0175-1;;;Acta Inf.;journals/acta/BergerHY05;2017-05-28;;;;2-3;83-141;;;;;Genericity and the pi-calculus.;;;db/journals/acta/acta42.html#BergerHY05;42;2005
387;Jean-Marc Champarnaud|Ludovic Mignot|Pascal Caron;;0000-0001-8262-9707;;;;;;;;;https://doi.org/10.1007/s00236-012-0167-x;;;Acta Inf.;journals/acta/CaronCM12;2017-06-05;;;;6;413-436;;;;;Multi-tilde-bar expressions and their automata.;;;db/journals/acta/acta49.html#CaronCM12;49;2012
388;Hosam M. Mahmoud;;;;;;;;;;;https://doi.org/10.1007/s00236-004-0148-9;oa;;Acta Inf.;journals/acta/Mahmoud04a;2018-06-26;;;;1;63;;;;;Erratum: The size of random bucket trees via urn models.;;;db/journals/acta/acta41.html#Mahmoud04a;41;2004
389;David de Frutos-Escrig|Luca Aceto;;;;;;;;;;;https://doi.org/10.1007/s00236-017-0292-7;oa;;Acta Inf.;journals/acta/AcetoF17;2018-06-26;;;;1;1-2;;;;;Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).;;;db/journals/acta/acta54.html#AcetoF17;54;2017
390;Barbara Jobstmann|Bettina Könighofer|Georg Hofferek|Karin Greimel|Krishnendu Chatterjee|Robert Könighofer|Roderick Bloem|Thomas A. Henzinger;;0000-0002-1411-5744;;;;;;;;;https://doi.org/10.1007/s00236-013-0191-5;;;Acta Inf.;journals/acta/BloemCGHHJKK14;2018-11-30;;;;3-4;193-220;;;;;Synthesizing robust systems.;;;db/journals/acta/acta51.html#BloemCGHHJKK14;51;2014
391;Leon Horsten|Steven Delvaux;;;;;;;;;;;https://doi.org/10.1007/s00236-004-0144-0;;;Acta Inf.;journals/acta/DelvauxH04;2017-05-28;;;;9;637-655;;;;;On best transitive approximations to simple graphs.;;;db/journals/acta/acta40.html#DelvauxH04;40;2004
392;Erol Gelenbe|J. C. A. Boekhorst|Paolo Tiberio;;;;;;;;;;;https://doi.org/10.1007/BF00288648;;;Acta Inf.;journals/acta/GenlebeTB73;2017-05-28;;;;;1-23;;;;;Page Size in Demand-Paging Systems.;;;db/journals/acta/acta3.html#GenlebeTB73;3;1973
393;Helmuth Partsch|Martin Wirsing|Peter Pepper|Walter Dosch;;;;;;;;;;;https://doi.org/10.1007/BF00264293;;;Acta Inf.;journals/acta/WirsingPPD83;2017-05-28;;;;;1-33;;;;;On Hierarchies of Abstract Data Types.;;;db/journals/acta/acta20.html#WirsingPPD83;20;1983
394;Riccardo Torlone;;0000-0003-1484-3693;;;;;;;;;https://doi.org/10.1007/BF01213208;;;Acta Inf.;journals/acta/Torlone94;2017-06-05;;;;6;573-600;;;;;Update Operations in Deductive Databases with Functional Dependencies.;;;db/journals/acta/acta31.html#Torlone94;31;1994
395;George Leih|Grzegorz Rozenberg|Joost Engelfriet;;;;;;;;;;;https://doi.org/10.1007/BF00279953;;;Acta Inf.;journals/acta/EngelfrietLR88;2017-05-28;;;;5;537-571;;;;;Apex Graph Grammars and Attribute Grammars.;;;db/journals/acta/acta25.html#EngelfrietLR88;25;1988
396;Masahiro Miyakawa;;;;;;;;;;;https://doi.org/10.1007/BF00267042;;;Acta Inf.;journals/acta/Miyakawa85;2017-05-28;;;;5;475-498;;;;;Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.;;;db/journals/acta/acta22.html#Miyakawa85;22;1985
397;Jörg-Rüdiger Sack|Thomas Strothotte;;0000-0001-5936-1319;;;;;;;;;https://doi.org/10.1007/BF00264229;;;Acta Inf.;journals/acta/SackS85;2017-06-05;;;;2;171-186;;;;;An Algorithm for Merging Heaps.;;;db/journals/acta/acta22.html#SackS85;22;1985
398;Balakrishnan Krishnamurthy;;;;;;;;;;;https://doi.org/10.1007/BF00265682;;;Acta Inf.;journals/acta/Krishnamurthy85;2017-05-28;;;;3;253-275;;;;;Short Proofs for Tricky Formulas.;;;db/journals/acta/acta22.html#Krishnamurthy85;22;1985
399;William E. Wright;;;;;;;;;;;https://doi.org/10.1007/BF00289710;;;Acta Inf.;journals/acta/Wright85;2017-05-28;;;;;541-557;;;;;Some Average Performance Measures for the B-Tree.;;;db/journals/acta/acta21.html#Wright85;21;1985
400;Leslie Lamport;;;;;;;;;;;https://doi.org/10.1007/BF00289062;;;Acta Inf.;journals/acta/Lamport80;2017-05-28;;;;;21-37;;;;;The 'Hoare Logic' of Concurrent Programs.;;;db/journals/acta/acta14.html#Lamport80;14;1980
401;Flaviu Cristian;;;;;;;;;;;https://doi.org/10.1007/BF00264158;;;Acta Inf.;journals/acta/Cristian82;2017-05-28;;;;;365-397;;;;;Robust Data Types.;;;db/journals/acta/acta17.html#Cristian82;17;1982
402;Hosam M. Mahmoud;;;;;;;;;;;https://doi.org/10.1007/s00236-004-0146-y;;;Acta Inf.;journals/acta/Mahmoud04;2017-05-28;;;;1;1-18;;;;;Random sprouts as internet models, and Pólya processes.;;;db/journals/acta/acta41.html#Mahmoud04;41;2004
403;Mario Schkolnick|Rudolf Bayer;;;;;;;;;;;https://doi.org/10.1007/BF00263762;;;Acta Inf.;journals/acta/BayerS77;2017-05-28;;;;;1-21;;;;;Concurrency of Operations on B-Trees.;;;db/journals/acta/acta9.html#BayerS77;9;1977
404;Eljas Soisalon-Soininen|Otto Nurmi;;;;;;;;;;;https://doi.org/10.1007/BF03036462;;;Acta Inf.;journals/acta/NurmiS96;2017-05-28;;;;6;547-557;;;;;Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.;;;db/journals/acta/acta33.html#NurmiS96;33;1996
405;C. K. Wong|Lin S. Woo|Markku Tamminen|Paolo Sipala|W. K. Luk;;;;;;;;;;;https://doi.org/10.1007/BF00289114;;;Acta Inf.;journals/acta/TamminenLSWW86;2017-05-28;;;;3;267-288;;;;;Constructing Maximal Slicings from Geometry.;;;db/journals/acta/acta23.html#TamminenLSWW86;23;1986
406;Amir M. Ben-Amram;;;;;;;;;;;https://doi.org/10.1007/s00236-008-0085-0;;;Acta Inf.;journals/acta/Ben-Amram09;2017-05-28;;;;1;57-72;;;;;A complexity tradeoff in ranking-function termination proofs.;;;db/journals/acta/acta46.html#Ben-Amram09;46;2009
407;Luca Tesei|Roberto Barbuti;;0000-0002-7536-8796;;;;;;;;;https://doi.org/10.1007/s00236-003-0135-6;;;Acta Inf.;journals/acta/BarbutiT04;2017-06-05;;;;5;317-347;;;;;Timed automata with urgent transitions.;;;db/journals/acta/acta40.html#BarbutiT04;40;2004
408;Jean-Michel Autebert|Joffroy Beauquier|Luc Boasson;;;;;;;;;;;https://doi.org/10.1007/BF00288970;;;Acta Inf.;journals/acta/AutebertBB82;2017-05-28;;;;;193-213;;;;;Formes de langages et de grammaires.;;;db/journals/acta/acta17.html#AutebertBB82;17;1982
409;Cheryl E. Praeger|Edward A. Bender|Nicholas C. Wormald;;0000-0002-0881-7336;;;;;;;;;https://doi.org/10.1007/BF00292115|https://www.wikidata.org/entity/Q56988393;;;Acta Inf.;journals/acta/BenderPW87;2018-11-14;;;;4;475-489;;;;;Optimal Worst Case Trees.;;;db/journals/acta/acta24.html#BenderPW87;24;1987
410;Dariusz Dereniowski|Edward G. Coffman Jr.|Wieslaw Kubiak;;0000-0003-4000-4818;;;;;;;;;https://doi.org/10.1007/s00236-011-0146-7;;;Acta Inf.;journals/acta/CoffmanDK12;2018-11-30;;;;1;1-14;;;;;An efficient algorithm for finding ideal schedules.;;;db/journals/acta/acta49.html#CoffmanDK12;49;2012
411;Amílcar Sernadas|José Luiz Fiadeiro;;0000-0001-7895-8436;;;;;;;;;https://doi.org/10.1007/BF00291052;;;Acta Inf.;journals/acta/FiadeiroS88;2017-06-05;;;;6;625-661;;;;;Specification and Verification of Database Dynamics.;;;db/journals/acta/acta25.html#FiadeiroS88;25;1988
412;John E. Shore;;;;;;;;;;;https://doi.org/10.1007/BF00262975;; G/G/ | M/G/ ;Acta Inf.;journals/acta/Shore82;2017-05-28;;;;;43-61;;;;;Information Theoretic Approximations for ;;;db/journals/acta/acta17.html#Shore82;17;1982
413;Friedhelm Meyer auf der Heide|Peter Klein;;;;;;;;;;;https://doi.org/10.1007/BF00290735;;;Acta Inf.;journals/acta/KleinH83;2017-05-28;;;;;385-395;;;;;A Lower Time Bound for the Knapsack Problem on Random Access Machines.;;;db/journals/acta/acta19.html#KleinH83;19;1983
414;Wim H. Hesselink;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0007-y;;;Acta Inf.;journals/acta/Hesselink06;2017-05-28;;;;8-9;583-602;;;;;Splitting forward simulations to copewith liveness.;;;db/journals/acta/acta42.html#Hesselink06;42;2006
415;Bradford G. Nickerson|Michael G. Lamoureux;;;;;;;;;;;http://www.springerlink.com/index/10.1007/s00236-004-0157-8;;;Acta Inf.;journals/acta/LamoureuxN05;2005-03-14;;;;4-5;221-255;;;;;A deterministic skip list for k-dimensional range search.;;;db/journals/acta/acta41.html#LamoureuxN05;41;2005
416;Alistair Moffat|Nicholas C. Wormald|Ola Petersson;;;;;;;;;;;https://doi.org/10.1007/s002360050142;;;Acta Inf.;journals/acta/MoffatPW98;2017-06-02;;;;9;775-793;;;;;A Tree-Based Mergesort.;;;db/journals/acta/acta35.html#MoffatPW98;35;1998
417;Ashok K. Agrawala|Satish K. Tripathi;;;;;;;;;;;https://doi.org/10.1007/BF00263197;;;Acta Inf.;journals/acta/AtrawalaT82;2017-05-28;;;;;319-334;;;;;On an Exponential Server with General Cyclic Arrivals.;;;db/journals/acta/acta18.html#AtrawalaT82;18;1982
418;Lutz Eichner;;;;;;;;;;;https://doi.org/10.1007/BF00263591;;;Acta Inf.;journals/acta/Eichner74;2017-05-28;;;;;385-397;;;;;Total lineare Realisierbarkeit endlicher Automaten.;;;db/journals/acta/acta3.html#Eichner74;3;1974
419;Peter Deussen;;;;;;;;;;;https://doi.org/10.1007/BF00264566;;;Acta Inf.;journals/acta/Deussen75;2017-05-28;;;;;353-375;;;;;A Decidability Criterion for van Wijngaarden Grammars.;;;db/journals/acta/acta5.html#Deussen75;5;1975
420;Leah Epstein|Rob van Stee;;;;;;;;;;;https://doi.org/10.1007/s00236-005-0169-z;;;Acta Inf.;journals/acta/EpsteinS05;2017-05-28;;;;9;595-606;;;;;Online square and cube packing.;;;db/journals/acta/acta41.html#EpsteinS05;41;2005
421;Meurig Beynon;;;;;;;;;;;https://doi.org/10.1007/BF00288777;;;Acta Inf.;journals/acta/Beynon85;2017-05-28;;;;4;433-449;;;;;Replaceability and Computational Equivalence for Monotone Boolean Functions.;;;db/journals/acta/acta22.html#Beynon85;22;1985
422;Daniela Musto|Elisa Bertino;;;;;;;;;;;https://doi.org/10.1007/BF02915445;;;Acta Inf.;journals/acta/BertinoM88;2017-05-28;;;;1/2;25-57;;;;;Correctness of Semantic Integrity Checking in Database Management Systems.;;;db/journals/acta/acta26.html#BertinoM88;26;1988
423;Jürgen Avenhaus|Klaus Madlener;;;;;;;;;;;https://doi.org/10.1007/BF00289077;;;Acta Inf.;journals/acta/AvenhausM78;2017-05-28;;;;;183-193;;;;;Subrekursive Komplexität bei Gruppen: II. Der Einbettungssatz von Higman für entscheidbare Gruppen.;;;db/journals/acta/acta9.html#AvenhausM78;9;1978
424;M. W. Du|S. C. Chang;;;;;;;;;;;https://doi.org/10.1007/BF01185682;;;Acta Inf.;journals/acta/DuC92;2017-05-28;;;;3;281-302;;;;;A Model and a Fast Algorithm for Multiple Errors Spelling Correction.;;;db/journals/acta/acta29.html#DuC92;29;1992
425;Jan van Leeuwen;;;;;;;;;;;https://doi.org/10.1007/BF00289095;;;Acta Inf.;journals/acta/Leeuwen79;2017-05-28;;;;;373-386;;;;;A Useful Lemma for Context-Free Programmed Grammars.;;;db/journals/acta/acta11.html#Leeuwen79;11;1979
426;Ichiro Suzuki|Tadao Kasami;;;;;;;;;;;https://doi.org/10.1007/BF00290730;;;Acta Inf.;journals/acta/SuzukiK83;2017-05-28;;;;;325-338;;;;;Three Measures for Synchronic Dependence in Petri Nets.;;;db/journals/acta/acta19.html#SuzukiK83;19;1983
427;Desh Ranjan|Enrico Pontelli|Gopal Gupta;;;;;;;;;;;https://doi.org/10.1007/PL00013301;;;Acta Inf.;journals/acta/RanjanPG00;2017-06-02;;;;1;21-43;;;;;Data structures for order-sensitive predicates in parallel nondeterministic systems.;;;db/journals/acta/acta37.html#RanjanPG00;37;2000
428;Adriano Peron|Alberto Molinari|Angelo Montanari|Aniello Murano|Giuseppe Perelli;;0000-0002-7792-2105|0000-0002-8687-6323;;;;;;;;;https://doi.org/10.1007/s00236-015-0250-1;;;Acta Inf.;journals/acta/MolinariMMPP16;2018-11-30;;;;6-8;587-619;;;;;Checking interval properties of computations.;;;db/journals/acta/acta53.html#MolinariMMPP16;53;2016
429;Egidio Astesiano|Gianna Reggio;;;;;;;;;;;https://doi.org/10.1007/PL00013308;;;Acta Inf.;journals/acta/AstesianoR01;2017-06-02;;;;11-12;831-879;;;;;Labelled transition logic: an outline.;;;db/journals/acta/acta37.html#AstesianoR01;37;2001
430;Anthony E. Krzesinski|Peter Teunissen;;;;;;;;;;;https://doi.org/10.1007/BF00289046;;;Acta Inf.;journals/acta/KrzesinskiT78;2017-05-28;;;;;331-343;;;;;A Multiclass Networt Model of a Demand Paging Computer System.;;;db/journals/acta/acta9.html#KrzesinskiT78;9;1978
431;Fabrice Kordon|Hüseyin Lort|Rza Bashirov;;;;;;;;;;;https://doi.org/10.1007/s00236-008-0084-1;;;Acta Inf.;journals/acta/BashirovKL09;2017-05-28;;;;1;43-55;;;;;Exploiting colored Petri nets to decide on permutation admissibility.;;;db/journals/acta/acta46.html#BashirovKL09;46;2009
432;Aris M. Ouksel|Otto Mayer;;;;;;;;;;;https://doi.org/10.1007/BF01178777;;;Acta Inf.;journals/acta/OukselM92;2017-05-28;;;;4;335-373;;;;;A Robust and Efficient Spatial Data Structure.;;;db/journals/acta/acta29.html#OukselM92;29;1992
433;Robert E. Shostak;;;;;;;;;;;https://doi.org/10.1007/BF00290340;;;Acta Inf.;journals/acta/Shostak77;2017-05-28;;;;;319-323;;;;;On the Role of Unification in Mechanical Theorem Proving.;;;db/journals/acta/acta7.html#Shostak77;7;1977
434;Hosam M. Mahmoud;;;;;;;;;;;https://doi.org/10.1007/BF00268078;; m ;Acta Inf.;journals/acta/Mahmoud86;2017-05-28;;;;1;111-117;;;;;On the Average Internal Path Length of ;;;db/journals/acta/acta23.html#Mahmoud86;23;1986
435;H. C. M. Kleijn|Michel Latteux|Tero Harju;;;;;;;;;;;https://doi.org/10.1007/BF01185560;;;Acta Inf.;journals/acta/HarjuKL92;2017-05-28;;;;6/7;545-554;;;;;Deterministic Sequential Functions.;;;db/journals/acta/acta29.html#HarjuKL92;29;1992
436;Grzegorz Rozenberg|Jetty Kleijn|Maciej Koutny|Marta Pietkiewicz-Koutny;;;;;;;;;;;https://doi.org/10.1007/s00236-012-0170-2;;;Acta Inf.;journals/acta/KleijnKPR13;2017-05-28;;;;1;15-39;;;;;Step semantics of boolean nets.;;;db/journals/acta/acta50.html#KleijnKPR13;50;2013
437;Anthony J. Bonner|Giansalvatore Mecca;;;;;;;;;;;https://doi.org/10.1007/s002360050001;;;Acta Inf.;journals/acta/BonnerM00;2017-06-02;;;;7;511-544;;;;;Querying Sequence Databases with Transducers.;;;db/journals/acta/acta36.html#BonnerM00;36;2000
438;Karl Unterauer;;;;;;;;;;;https://doi.org/10.1007/BF00289093;;;Acta Inf.;journals/acta/Unterauer79;2017-05-28;;;;;341-362;;;;;Dynamic Weighted Binary Search Trees.;;;db/journals/acta/acta11.html#Unterauer79;11;1979
439;Huei-Jan Shyr|Shyr-Shen Yu;;;;;;;;;;;https://doi.org/10.1007/s002360050139;;;Acta Inf.;journals/acta/ShyrY98;2017-06-02;;;;8;689-707;;;;;Bi-Catenation and Shuffle Product of Languages.;;;db/journals/acta/acta35.html#ShyrY98;35;1998
440;Manfred Broy;;;;;;;;;;;https://doi.org/10.1007/s002360000052;;;Acta Inf.;journals/acta/Broy01;2017-06-02;;;;4/5;227-228;;;;;Letter from the Editor.;;;db/journals/acta/acta37.html#Broy01;37;2001
441;Juris Hartmanis;;;;;;;;;;;https://doi.org/10.1007/BF00289513;;;Acta Inf.;journals/acta/Hartmanis72;2017-05-28;;;;;336-344;;;;;On Non-Determinancy in Simple Computing Devices.;;;db/journals/acta/acta1.html#Hartmanis72;1;1972
442;Johannes Reichardt;;;;;;;;;;;https://doi.org/10.1007/BF00288470;;;Acta Inf.;journals/acta/Reichardt86;2017-05-28;;;;5;567-583;;;;;Deterministic Grammars and Grammar Morphisms.;;;db/journals/acta/acta23.html#Reichardt86;23;1986
443;Danny Dubé|Marc Feeley;;;;;;;;;;;https://doi.org/10.1007/s002360000037;;;Acta Inf.;journals/acta/DubeF00;2017-06-02;;;;2;121-144;;;;;Efficiently building a parse tree from a regular expression.;;;db/journals/acta/acta37.html#DubeF00;37;2000
444;Javier Esparza|Jérôme Leroux|Pierre Ganty|Rupak Majumdar;;;;;;;;;;;https://doi.org/10.1007/s00236-016-0272-3;oa;;Acta Inf.;journals/acta/EsparzaGLM17;2018-06-26;;;;2;191-215;;;;;Verification of population protocols.;;;db/journals/acta/acta54.html#EsparzaGLM17;54;2017
445;Wim H. Hesselink;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0020-1;;;Acta Inf.;journals/acta/Hesselink06a;2017-05-28;;;;3;195-222;;;;;Refinement verification of the lazy caching algorithm.;;;db/journals/acta/acta43.html#Hesselink06a;43;2006
446;Eric C. R. Hehner;;;;;;;;;;;https://doi.org/10.1007/BF00289091;;;Acta Inf.;journals/acta/Hehner79;2017-05-28;;;;;287-304;;;;;do Considered od: A Contribution to the Programming Calculus.;;;db/journals/acta/acta11.html#Hehner79;11;1979
447;Dongfeng Chen|Fereidoon Sadri|Rada Chirkova|Tiia J. Salo;;;;;;;;;;;https://doi.org/10.1007/s00236-013-0179-1|https://www.wikidata.org/entity/Q57426770;;;Acta Inf.;journals/acta/ChenCSS13;2018-11-14;;;;4;257-287;;;;;Query optimization in information integration.;;;db/journals/acta/acta50.html#ChenCSS13;50;2013
448;Xiaolei Qian;;;;;;;;;;;https://doi.org/10.1007/BF01178680;;;Acta Inf.;journals/acta/Qian91;2017-05-28;;;;7;631-656;;;;;The Expressive Power of the Bounded-Iteration Construct.;;;db/journals/acta/acta28.html#Qian91;28;1991
449;Hessam Khoshnevisan;;;;;;;;;;;https://doi.org/10.1007/BF02983374;;;Acta Inf.;journals/acta/Khoshnevisan90;2017-05-28;;;;1;43-81;;;;;Efficient Memo-Table Management Strategies.;;;db/journals/acta/acta28.html#Khoshnevisan90;28;1990
450;Volker Claus;;;;;;;;;;;;;;Acta Inf.;journals/acta/Claus73;2017-03-29;;;;;283-291;;;;;Die mittlere Additionsdauer eines Paralleladdierwerks;;;db/journals/acta/acta2.html#Claus73;2;1973
451;Kurt Mehlhorn|Peter Deussen;;;;;;;;;;;https://doi.org/10.1007/BF00289249;;;Acta Inf.;journals/acta/DeussenM77;2017-05-28;;;;;193-199;;;;;Van Wijngaarden Grammars and Space Complexity Classs EXSPACE.;;;db/journals/acta/acta8.html#DeussenM77;8;1977
452;Bennett L. Fox;;;;;;;;;;;https://doi.org/10.1007/BF00288651;;;Acta Inf.;journals/acta/Fox73;2017-05-28;;;;;43-45;;;;;Reducing the Number of Multiplikations in Iterative Processes.;;;db/journals/acta/acta3.html#Fox73;3;1973
453;Bogdan Aman|Gabriel Ciobanu;;0000-0001-7649-8181|0000-0002-8166-9456;;;;;;;;;https://doi.org/10.1007/s00236-011-0144-9|https://www.wikidata.org/entity/Q57936758;;;Acta Inf.;journals/acta/AmanC11;2018-11-14;;;;7-8;409-415;;;;;Solving a weak NP-complete problem in polynomial time by using mutual mobile membrane systems.;;;db/journals/acta/acta48.html#AmanC11;48;2011
454;Werner Kuich;;;;;;;;;;;https://doi.org/10.1007/BF00288960;;;Acta Inf.;journals/acta/Kuich81;2017-05-28;;;;;129-139;;;;;The Characterization of Parallel Ultralinear Grammars by Rational Power Series.;;;db/journals/acta/acta15.html#Kuich81;15;1981
455;Joachim Biskup|Pratul Dublish|Yehoshua Sagiv;;;;;;;;;;;https://doi.org/10.1007/BF01185403;;;Acta Inf.;journals/acta/BiskupDS95;2017-05-28;;;;1;1-26;;;;;Optimization of a Subclass of Conjunctive Queries.;;;db/journals/acta/acta32.html#BiskupDS95;32;1995
456;Alessandro Cimatti|Andrea Micheli|Luke Hunsberger|Marco Roveri|Roberto Posenato;;0000-0001-9483-3940|0000-0002-1315-6990|0000-0003-0944-0419;;;;;;;;;https://doi.org/10.1007/s00236-016-0257-2;;;Acta Inf.;journals/acta/CimattiHMPR16;2018-11-30;;;;6-8;681-722;;;;;Dynamic controllability via Timed Game Automata.;;;db/journals/acta/acta53.html#CimattiHMPR16;53;2016
